Issue_ID,Business_Unit,Issue_Type,Risk_Level,Date_Opened,Days_Open,SLA_Limit,SLA_Status,Remediation_Status
ISSUE-64060,Retail Banking,KYC,Low,2026-08-03,19,60,On-Track,In Progress
ISSUE-78846,Investment Banking,KYC,Medium,2026-06-28,55,30,Breached,In Progress
ISSUE-21648,Retail Banking,Sanctions,Low,2026-08-02,20,60,On-Track,In Progress
ISSUE-35513,Credit Cards,KYC,High,2026-07-25,28,15,Breached,Open
ISSUE-56365,Credit Cards,Transaction Monitoring,Medium,2026-05-23,21,30,On-Track,Closed
ISSUE-13465,Retail Banking,Fraud,Medium,2026-05-08,10,30,On-Track,Closed
ISSUE-71904,Wealth Management,AML,High,2026-06-18,65,15,Breached,Open
ISSUE-85263,Credit Cards,Fraud,Low,2026-06-01,44,60,On-Track,Closed
ISSUE-82962,Retail Banking,Transaction Monitoring,Low,2026-07-31,41,60,On-Track,Closed
ISSUE-69279,Wealth Management,AML,High,2026-07-16,18,15,Breached,Closed
ISSUE-16465,Credit Cards,Transaction Monitoring,Low,2026-06-22,61,60,Breached,Open
ISSUE-13620,Retail Banking,AML,High,2026-04-24,120,15,Breached,In Progress
ISSUE-55872,Retail Banking,Transaction Monitoring,High,2026-05-02,112,15,Breached,In Progress
ISSUE-54916,Corporate Banking,Fraud,Medium,2026-06-09,74,30,Breached,Open
ISSUE-57054,Retail Banking,KYC,Low,2026-06-26,21,60,On-Track,Closed
ISSUE-33506,Retail Banking,KYC,Medium,2026-06-21,62,30,Breached,In Progress
ISSUE-65411,Wealth Management,KYC,High,2026-06-04,79,15,Breached,Open
ISSUE-48780,Investment Banking,Transaction Monitoring,High,2026-08-15,7,15,On-Track,In Progress
ISSUE-94983,Corporate Banking,Transaction Monitoring,High,2026-08-02,10,15,On-Track,Closed
ISSUE-62585,Credit Cards,Transaction Monitoring,Low,2026-06-25,52,60,On-Track,Closed
ISSUE-72794,Credit Cards,Transaction Monitoring,High,2026-08-03,19,15,Breached,In Progress
ISSUE-41723,Credit Cards,AML,High,2026-06-24,3,15,On-Track,Closed
ISSUE-75404,Wealth Management,KYC,High,2026-08-13,9,15,On-Track,Open
ISSUE-61670,Wealth Management,KYC,High,2026-05-01,113,15,Breached,Open
ISSUE-95863,Investment Banking,Fraud,High,2026-07-20,33,15,Breached,Open
ISSUE-20801,Corporate Banking,Sanctions,High,2026-07-19,34,15,Breached,Open
ISSUE-12507,Credit Cards,AML,Medium,2026-08-09,29,30,On-Track,Closed
ISSUE-47209,Retail Banking,Transaction Monitoring,Medium,2026-07-05,48,30,Breached,In Progress
ISSUE-95588,Wealth Management,KYC,Medium,2026-07-02,51,30,Breached,Open
ISSUE-25879,Wealth Management,Fraud,High,2026-05-03,111,15,Breached,In Progress
ISSUE-10635,Corporate Banking,Transaction Monitoring,Medium,2026-06-12,71,30,Breached,In Progress
ISSUE-74877,Wealth Management,KYC,Low,2026-06-03,39,60,On-Track,Closed
ISSUE-79518,Investment Banking,KYC,High,2026-06-01,82,15,Breached,Open
ISSUE-94208,Credit Cards,Fraud,Low,2026-05-27,39,60,On-Track,Closed
ISSUE-67656,Investment Banking,AML,Medium,2026-05-07,107,30,Breached,In Progress
ISSUE-64532,Wealth Management,AML,Medium,2026-05-10,104,30,Breached,In Progress
ISSUE-83715,Investment Banking,Transaction Monitoring,Medium,2026-07-12,16,30,On-Track,Closed
ISSUE-22673,Credit Cards,AML,Low,2026-05-27,27,60,On-Track,Closed
ISSUE-30005,Investment Banking,Transaction Monitoring,Medium,2026-07-20,33,30,Breached,In Progress
ISSUE-98271,Investment Banking,Fraud,High,2026-05-03,6,15,On-Track,Closed
ISSUE-13009,Wealth Management,Sanctions,Medium,2026-06-24,6,30,On-Track,Closed
ISSUE-63317,Corporate Banking,Sanctions,High,2026-05-14,100,15,Breached,In Progress
ISSUE-73024,Corporate Banking,Transaction Monitoring,Low,2026-05-29,85,60,Breached,Open
ISSUE-75448,Retail Banking,Transaction Monitoring,High,2026-06-18,65,15,Breached,In Progress
ISSUE-20809,Retail Banking,KYC,Medium,2026-08-03,19,30,On-Track,Open
ISSUE-80033,Corporate Banking,KYC,Low,2026-08-03,19,60,On-Track,Open
ISSUE-87794,Wealth Management,Transaction Monitoring,High,2026-06-05,78,15,Breached,In Progress
ISSUE-51000,Retail Banking,Transaction Monitoring,Low,2026-05-17,97,60,Breached,In Progress
ISSUE-78273,Corporate Banking,KYC,High,2026-07-24,29,15,Breached,Open
ISSUE-36685,Investment Banking,AML,Medium,2026-07-28,12,30,On-Track,Closed
ISSUE-63584,Investment Banking,KYC,Medium,2026-06-11,72,30,Breached,Open
ISSUE-46198,Credit Cards,KYC,Medium,2026-06-03,80,30,Breached,Open
ISSUE-17038,Wealth Management,KYC,Low,2026-07-18,35,60,On-Track,Open
ISSUE-35563,Retail Banking,KYC,Low,2026-08-04,18,60,On-Track,Open
ISSUE-55038,Wealth Management,Transaction Monitoring,Low,2026-05-12,44,60,On-Track,Closed
ISSUE-85736,Investment Banking,Fraud,Medium,2026-07-26,17,30,On-Track,Closed
ISSUE-20041,Retail Banking,AML,Low,2026-04-27,41,60,On-Track,Closed
ISSUE-61649,Retail Banking,AML,Medium,2026-07-16,14,30,On-Track,Closed
ISSUE-87758,Wealth Management,Sanctions,Medium,2026-08-07,27,30,On-Track,Closed
ISSUE-14227,Retail Banking,Sanctions,Medium,2026-07-14,33,30,Breached,Closed
ISSUE-22996,Investment Banking,Transaction Monitoring,Medium,2026-05-09,105,30,Breached,Open
ISSUE-38317,Corporate Banking,KYC,Medium,2026-06-23,20,30,On-Track,Closed
ISSUE-46792,Investment Banking,Sanctions,Low,2026-06-24,37,60,On-Track,Closed
ISSUE-72960,Corporate Banking,Transaction Monitoring,Low,2026-06-17,21,60,On-Track,Closed
ISSUE-32375,Retail Banking,AML,High,2026-05-16,98,15,Breached,Open
ISSUE-69704,Credit Cards,Transaction Monitoring,Low,2026-08-03,19,60,On-Track,Open
ISSUE-28725,Investment Banking,Fraud,Medium,2026-07-23,1,30,On-Track,Closed
ISSUE-33543,Corporate Banking,Sanctions,Medium,2026-07-18,35,30,Breached,In Progress
ISSUE-78345,Corporate Banking,AML,Medium,2026-05-12,102,30,Breached,In Progress
ISSUE-77289,Wealth Management,AML,Medium,2026-08-19,3,30,On-Track,Open
ISSUE-64826,Corporate Banking,Sanctions,High,2026-07-17,36,15,Breached,Open
ISSUE-12255,Corporate Banking,Sanctions,High,2026-08-15,7,15,On-Track,In Progress
ISSUE-61308,Retail Banking,AML,High,2026-07-16,37,15,Breached,Open
ISSUE-48307,Investment Banking,KYC,Medium,2026-06-04,79,30,Breached,In Progress
ISSUE-29762,Investment Banking,KYC,High,2026-07-30,23,15,Breached,Open
ISSUE-90111,Wealth Management,AML,Medium,2026-07-11,3,30,On-Track,Closed
ISSUE-48334,Wealth Management,KYC,High,2026-06-28,55,15,Breached,Open
ISSUE-43320,Wealth Management,Sanctions,Medium,2026-08-19,1,30,On-Track,Closed
ISSUE-32029,Wealth Management,KYC,High,2026-07-28,25,15,Breached,In Progress
ISSUE-81541,Retail Banking,AML,Medium,2026-07-20,33,30,Breached,In Progress
ISSUE-16778,Investment Banking,AML,High,2026-07-19,19,15,Breached,Closed
ISSUE-33694,Investment Banking,Transaction Monitoring,Low,2026-05-07,107,60,Breached,Open
ISSUE-41211,Retail Banking,Sanctions,Low,2026-08-10,12,60,On-Track,In Progress
ISSUE-20301,Retail Banking,AML,Low,2026-07-10,7,60,On-Track,Closed
ISSUE-52016,Investment Banking,Fraud,Medium,2026-05-13,101,30,Breached,Open
ISSUE-70492,Credit Cards,Transaction Monitoring,Medium,2026-07-18,35,30,Breached,In Progress
ISSUE-60029,Wealth Management,Sanctions,Medium,2026-07-25,28,30,On-Track,Open
ISSUE-85432,Corporate Banking,Transaction Monitoring,High,2026-05-20,94,15,Breached,In Progress
ISSUE-29731,Corporate Banking,Fraud,Low,2026-07-02,51,60,On-Track,In Progress
ISSUE-64460,Retail Banking,KYC,Medium,2026-05-03,111,30,Breached,In Progress
ISSUE-71952,Investment Banking,Transaction Monitoring,Low,2026-06-08,49,60,On-Track,Closed
ISSUE-40026,Investment Banking,Transaction Monitoring,Low,2026-08-12,10,60,On-Track,Open
ISSUE-53669,Investment Banking,Fraud,Low,2026-06-20,63,60,Breached,In Progress
ISSUE-90875,Investment Banking,Transaction Monitoring,Medium,2026-05-14,100,30,Breached,In Progress
ISSUE-82341,Wealth Management,Sanctions,High,2026-05-24,90,15,Breached,In Progress
ISSUE-10967,Corporate Banking,AML,High,2026-05-26,88,15,Breached,In Progress
ISSUE-33447,Investment Banking,Sanctions,High,2026-08-15,5,15,On-Track,Closed
ISSUE-72675,Investment Banking,Sanctions,High,2026-05-21,93,15,Breached,Open
ISSUE-79664,Corporate Banking,Transaction Monitoring,Low,2026-08-01,21,60,On-Track,In Progress
ISSUE-37776,Investment Banking,Transaction Monitoring,Medium,2026-06-16,34,30,Breached,Closed
ISSUE-64705,Wealth Management,Fraud,Low,2026-04-25,119,60,Breached,In Progress
ISSUE-45287,Corporate Banking,Transaction Monitoring,Low,2026-06-06,77,60,Breached,Open
ISSUE-77522,Wealth Management,KYC,Low,2026-05-15,99,60,Breached,In Progress
ISSUE-79017,Investment Banking,Sanctions,High,2026-07-09,44,15,Breached,In Progress
ISSUE-62124,Investment Banking,AML,Medium,2026-05-14,100,30,Breached,Open
ISSUE-46191,Wealth Management,Sanctions,Medium,2026-06-11,8,30,On-Track,Closed
ISSUE-38294,Investment Banking,KYC,High,2026-06-01,82,15,Breached,In Progress
ISSUE-28439,Wealth Management,AML,Medium,2026-05-19,95,30,Breached,Open
ISSUE-65253,Investment Banking,AML,Low,2026-06-02,15,60,On-Track,Closed
ISSUE-62447,Wealth Management,Fraud,Low,2026-08-13,36,60,On-Track,Closed
ISSUE-46652,Investment Banking,KYC,Low,2026-06-19,9,60,On-Track,Closed
ISSUE-89857,Retail Banking,Transaction Monitoring,High,2026-05-07,107,15,Breached,Open
ISSUE-57844,Corporate Banking,KYC,Medium,2026-07-12,41,30,Breached,Open
ISSUE-10901,Wealth Management,Transaction Monitoring,Medium,2026-08-03,19,30,On-Track,In Progress
ISSUE-70723,Investment Banking,Fraud,Medium,2026-06-15,28,30,On-Track,Closed
ISSUE-31786,Corporate Banking,Fraud,Low,2026-08-04,18,60,On-Track,Open
ISSUE-29521,Credit Cards,Fraud,Low,2026-06-15,20,60,On-Track,Closed
ISSUE-39008,Retail Banking,Transaction Monitoring,Low,2026-08-14,8,60,On-Track,In Progress
ISSUE-83491,Credit Cards,AML,Medium,2026-04-29,115,30,Breached,Open
ISSUE-97633,Investment Banking,AML,Medium,2026-08-16,6,30,On-Track,In Progress
ISSUE-88617,Wealth Management,Transaction Monitoring,Low,2026-07-31,22,60,On-Track,In Progress
ISSUE-47616,Corporate Banking,KYC,High,2026-06-04,16,15,Breached,Closed
ISSUE-33154,Retail Banking,Sanctions,Low,2026-06-04,79,60,Breached,Open
ISSUE-58017,Credit Cards,Fraud,High,2026-08-03,19,15,Breached,Open
ISSUE-23685,Wealth Management,AML,Medium,2026-06-03,80,30,Breached,In Progress
ISSUE-67499,Investment Banking,AML,Low,2026-06-25,58,60,On-Track,Open
ISSUE-96171,Corporate Banking,Fraud,Low,2026-07-24,29,60,On-Track,Open
ISSUE-65250,Wealth Management,Transaction Monitoring,High,2026-08-10,12,15,On-Track,In Progress
ISSUE-97214,Corporate Banking,Fraud,High,2026-08-03,19,15,Breached,Open
ISSUE-37598,Retail Banking,Transaction Monitoring,Low,2026-07-26,27,60,On-Track,Open
ISSUE-67211,Credit Cards,AML,High,2026-07-07,46,15,Breached,Open
ISSUE-44053,Investment Banking,KYC,Low,2026-06-29,54,60,On-Track,In Progress
ISSUE-56077,Wealth Management,KYC,High,2026-07-10,16,15,Breached,Closed
ISSUE-15994,Corporate Banking,AML,High,2026-05-02,112,15,Breached,In Progress
ISSUE-37762,Retail Banking,Fraud,Medium,2026-08-12,7,30,On-Track,Closed
ISSUE-23484,Investment Banking,Fraud,Low,2026-05-24,90,60,Breached,Open
ISSUE-73362,Wealth Management,Transaction Monitoring,Low,2026-05-20,14,60,On-Track,Closed
ISSUE-68507,Corporate Banking,KYC,High,2026-07-29,24,15,Breached,Open
ISSUE-38546,Credit Cards,Transaction Monitoring,Medium,2026-04-24,120,30,Breached,Open
ISSUE-46625,Wealth Management,KYC,Low,2026-05-08,106,60,Breached,In Progress
ISSUE-73697,Wealth Management,Transaction Monitoring,Low,2026-05-16,44,60,On-Track,Closed
ISSUE-14607,Wealth Management,Fraud,Low,2026-08-17,5,60,On-Track,In Progress
ISSUE-66641,Corporate Banking,Transaction Monitoring,High,2026-05-06,12,15,On-Track,Closed
ISSUE-46859,Credit Cards,Transaction Monitoring,Low,2026-07-22,31,60,On-Track,In Progress
ISSUE-18793,Wealth Management,Transaction Monitoring,Medium,2026-07-30,23,30,On-Track,In Progress
ISSUE-17099,Credit Cards,Transaction Monitoring,Medium,2026-05-18,96,30,Breached,In Progress
ISSUE-25614,Corporate Banking,Transaction Monitoring,Medium,2026-05-24,90,30,Breached,In Progress
ISSUE-36810,Wealth Management,KYC,Low,2026-08-09,46,60,On-Track,Closed
ISSUE-19046,Investment Banking,Fraud,Low,2026-06-16,67,60,Breached,Open
ISSUE-90551,Wealth Management,KYC,High,2026-05-14,14,15,On-Track,Closed
ISSUE-95118,Investment Banking,Transaction Monitoring,Low,2026-06-15,68,60,Breached,Open
ISSUE-45223,Wealth Management,AML,Medium,2026-06-10,73,30,Breached,Open
ISSUE-10411,Corporate Banking,Fraud,High,2026-07-20,33,15,Breached,In Progress
ISSUE-25796,Retail Banking,Fraud,High,2026-04-27,18,15,Breached,Closed
ISSUE-77285,Wealth Management,Transaction Monitoring,High,2026-06-05,78,15,Breached,In Progress
ISSUE-17091,Retail Banking,AML,Medium,2026-06-22,61,30,Breached,Open
ISSUE-74447,Investment Banking,AML,Medium,2026-07-12,41,30,Breached,Open
ISSUE-13885,Investment Banking,Fraud,Low,2026-08-08,57,60,On-Track,Closed
ISSUE-75903,Retail Banking,Sanctions,High,2026-06-17,66,15,Breached,In Progress
ISSUE-26547,Investment Banking,KYC,Medium,2026-05-17,97,30,Breached,Open
ISSUE-46632,Retail Banking,AML,Medium,2026-08-15,7,30,On-Track,In Progress
ISSUE-58976,Corporate Banking,Sanctions,Medium,2026-07-20,33,30,Breached,Open
ISSUE-59743,Corporate Banking,Sanctions,High,2026-06-30,53,15,Breached,Open
ISSUE-55413,Investment Banking,Sanctions,Medium,2026-06-08,4,30,On-Track,Closed
ISSUE-88480,Wealth Management,AML,Medium,2026-05-12,2,30,On-Track,Closed
ISSUE-86700,Investment Banking,AML,High,2026-07-09,44,15,Breached,In Progress
ISSUE-27643,Wealth Management,KYC,Low,2026-06-15,68,60,Breached,Open
ISSUE-74078,Investment Banking,AML,Low,2026-08-04,18,60,On-Track,Open
ISSUE-66630,Corporate Banking,Sanctions,Low,2026-05-10,31,60,On-Track,Closed
ISSUE-24192,Corporate Banking,Sanctions,Low,2026-08-01,21,60,On-Track,Open
ISSUE-96064,Investment Banking,Transaction Monitoring,Low,2026-07-17,7,60,On-Track,Closed
ISSUE-96088,Wealth Management,Fraud,High,2026-07-17,36,15,Breached,Open
ISSUE-19565,Wealth Management,Transaction Monitoring,Low,2026-07-14,39,60,On-Track,Open
ISSUE-19891,Corporate Banking,AML,High,2026-06-15,15,15,On-Track,Closed
ISSUE-28772,Investment Banking,Sanctions,High,2026-06-04,79,15,Breached,Open
ISSUE-19645,Corporate Banking,KYC,High,2026-05-04,110,15,Breached,In Progress
ISSUE-73081,Investment Banking,Sanctions,Medium,2026-07-03,50,30,Breached,Open
ISSUE-30912,Investment Banking,Transaction Monitoring,High,2026-06-18,6,15,On-Track,Closed
ISSUE-53522,Wealth Management,Transaction Monitoring,Medium,2026-05-03,111,30,Breached,In Progress
ISSUE-47957,Credit Cards,Sanctions,High,2026-08-06,6,15,On-Track,Closed
ISSUE-46072,Retail Banking,Sanctions,Low,2026-05-21,93,60,Breached,In Progress
ISSUE-72599,Credit Cards,Transaction Monitoring,High,2026-05-16,4,15,On-Track,Closed
ISSUE-95910,Retail Banking,Fraud,Low,2026-05-30,84,60,Breached,In Progress
ISSUE-50158,Investment Banking,Transaction Monitoring,High,2026-06-28,55,15,Breached,Open
ISSUE-69776,Investment Banking,Sanctions,High,2026-06-09,74,15,Breached,Open
ISSUE-47314,Retail Banking,AML,Low,2026-08-19,13,60,On-Track,Closed
ISSUE-30557,Corporate Banking,AML,Low,2026-04-29,115,60,Breached,In Progress
ISSUE-93184,Corporate Banking,Sanctions,High,2026-05-17,97,15,Breached,In Progress
ISSUE-42240,Credit Cards,Transaction Monitoring,Medium,2026-05-16,98,30,Breached,In Progress
ISSUE-75700,Wealth Management,AML,High,2026-07-30,23,15,Breached,Open
ISSUE-62711,Retail Banking,Fraud,High,2026-06-27,56,15,Breached,Open
ISSUE-45112,Wealth Management,Transaction Monitoring,Medium,2026-06-04,15,30,On-Track,Closed
ISSUE-88046,Credit Cards,KYC,Medium,2026-05-09,29,30,On-Track,Closed
ISSUE-39513,Credit Cards,Transaction Monitoring,High,2026-06-27,15,15,On-Track,Closed
ISSUE-93177,Credit Cards,Fraud,Medium,2026-08-14,8,30,On-Track,Open
ISSUE-87653,Investment Banking,Sanctions,Low,2026-07-05,48,60,On-Track,Open
ISSUE-25541,Wealth Management,AML,High,2026-05-02,112,15,Breached,In Progress
ISSUE-75923,Retail Banking,KYC,Low,2026-07-10,43,60,On-Track,Open
ISSUE-39788,Retail Banking,Fraud,Low,2026-05-05,109,60,Breached,Open
ISSUE-99543,Credit Cards,Sanctions,Low,2026-07-15,38,60,On-Track,Open
ISSUE-13144,Investment Banking,KYC,High,2026-06-26,57,15,Breached,In Progress
ISSUE-85461,Wealth Management,Sanctions,Low,2026-07-06,13,60,On-Track,Closed
ISSUE-82407,Retail Banking,KYC,Medium,2026-08-10,10,30,On-Track,Closed
ISSUE-57624,Credit Cards,AML,Low,2026-05-30,84,60,Breached,In Progress
ISSUE-49680,Wealth Management,Fraud,Low,2026-06-08,75,60,Breached,Open
ISSUE-67492,Credit Cards,Transaction Monitoring,Medium,2026-07-01,28,30,On-Track,Closed
ISSUE-45842,Corporate Banking,Fraud,Medium,2026-07-26,6,30,On-Track,Closed
ISSUE-43780,Credit Cards,Sanctions,Low,2026-08-01,21,60,On-Track,Open
ISSUE-31287,Retail Banking,Fraud,High,2026-05-10,104,15,Breached,In Progress
ISSUE-20554,Investment Banking,KYC,Medium,2026-05-18,10,30,On-Track,Closed
ISSUE-80127,Wealth Management,Fraud,Low,2026-06-23,60,60,On-Track,In Progress
ISSUE-58320,Investment Banking,KYC,Medium,2026-06-01,82,30,Breached,Open
ISSUE-37785,Wealth Management,Sanctions,High,2026-06-21,62,15,Breached,In Progress
ISSUE-37233,Wealth Management,Sanctions,High,2026-05-10,104,15,Breached,In Progress
ISSUE-79352,Corporate Banking,Transaction Monitoring,High,2026-07-05,48,15,Breached,Open
ISSUE-15733,Wealth Management,AML,Medium,2026-06-02,13,30,On-Track,Closed
ISSUE-19920,Corporate Banking,Sanctions,High,2026-06-07,76,15,Breached,Open
ISSUE-89428,Corporate Banking,Fraud,High,2026-05-16,17,15,Breached,Closed
ISSUE-87830,Credit Cards,AML,High,2026-05-23,91,15,Breached,In Progress
ISSUE-80814,Investment Banking,Sanctions,High,2026-07-10,43,15,Breached,Open
ISSUE-58987,Credit Cards,Sanctions,Low,2026-06-29,54,60,On-Track,In Progress
ISSUE-87459,Corporate Banking,Transaction Monitoring,High,2026-08-09,13,15,On-Track,Open
ISSUE-11377,Credit Cards,Transaction Monitoring,Low,2026-08-17,5,60,On-Track,In Progress
ISSUE-36527,Corporate Banking,Transaction Monitoring,High,2026-06-07,17,15,Breached,Closed
ISSUE-41228,Corporate Banking,AML,Low,2026-07-08,45,60,On-Track,In Progress
ISSUE-67515,Investment Banking,Sanctions,Low,2026-06-06,31,60,On-Track,Closed
ISSUE-44701,Corporate Banking,Transaction Monitoring,High,2026-06-14,10,15,On-Track,Closed
ISSUE-72865,Credit Cards,KYC,Low,2026-07-15,3,60,On-Track,Closed
ISSUE-98754,Corporate Banking,AML,Medium,2026-05-04,110,30,Breached,Open
ISSUE-68127,Corporate Banking,AML,High,2026-06-04,9,15,On-Track,Closed
ISSUE-39277,Wealth Management,Sanctions,Medium,2026-07-26,4,30,On-Track,Closed
ISSUE-10111,Credit Cards,Sanctions,Medium,2026-05-21,93,30,Breached,Open
ISSUE-68314,Credit Cards,Sanctions,Low,2026-06-18,65,60,Breached,Open
ISSUE-72025,Credit Cards,Transaction Monitoring,Low,2026-07-14,39,60,On-Track,Open
ISSUE-57250,Retail Banking,AML,Medium,2026-05-07,15,30,On-Track,Closed
ISSUE-93917,Corporate Banking,AML,High,2026-06-23,60,15,Breached,In Progress
ISSUE-70863,Investment Banking,Transaction Monitoring,High,2026-08-09,13,15,On-Track,In Progress
ISSUE-98491,Wealth Management,Fraud,Low,2026-08-05,17,60,On-Track,In Progress
ISSUE-83886,Retail Banking,KYC,Low,2026-05-02,112,60,Breached,Open
ISSUE-51428,Credit Cards,KYC,High,2026-06-15,1,15,On-Track,Closed
ISSUE-41317,Corporate Banking,Sanctions,Low,2026-07-19,5,60,On-Track,Closed
ISSUE-23072,Retail Banking,AML,High,2026-04-27,117,15,Breached,Open
ISSUE-51846,Retail Banking,Transaction Monitoring,Medium,2026-07-17,36,30,Breached,In Progress
ISSUE-18520,Wealth Management,Transaction Monitoring,High,2026-07-13,40,15,Breached,Open
ISSUE-60527,Retail Banking,KYC,Low,2026-05-25,50,60,On-Track,Closed
ISSUE-89835,Investment Banking,Fraud,High,2026-07-29,24,15,Breached,Open
ISSUE-85322,Credit Cards,Fraud,Medium,2026-08-14,8,30,On-Track,Open
ISSUE-52248,Credit Cards,KYC,High,2026-05-15,3,15,On-Track,Closed
ISSUE-58476,Credit Cards,Fraud,Medium,2026-04-28,116,30,Breached,In Progress
ISSUE-10582,Credit Cards,KYC,High,2026-07-14,39,15,Breached,Open
ISSUE-84586,Investment Banking,AML,Medium,2026-05-19,95,30,Breached,Open
ISSUE-31605,Corporate Banking,Sanctions,Low,2026-05-22,39,60,On-Track,Closed
ISSUE-32039,Wealth Management,KYC,High,2026-08-14,8,15,On-Track,In Progress
ISSUE-30095,Investment Banking,KYC,Medium,2026-07-13,32,30,Breached,Closed
ISSUE-43227,Investment Banking,Transaction Monitoring,Low,2026-06-27,56,60,On-Track,Open
ISSUE-54118,Wealth Management,Fraud,High,2026-07-30,23,15,Breached,Open
ISSUE-64288,Corporate Banking,AML,High,2026-07-18,2,15,On-Track,Closed
ISSUE-82378,Credit Cards,KYC,Medium,2026-07-23,30,30,On-Track,Open
ISSUE-26158,Retail Banking,Transaction Monitoring,Medium,2026-05-03,111,30,Breached,In Progress
ISSUE-94928,Credit Cards,Transaction Monitoring,High,2026-06-18,16,15,Breached,Closed
ISSUE-13827,Investment Banking,Transaction Monitoring,Medium,2026-07-08,10,30,On-Track,Closed
ISSUE-51152,Credit Cards,AML,Medium,2026-06-22,26,30,On-Track,Closed
ISSUE-26938,Credit Cards,AML,Low,2026-08-14,8,60,On-Track,Open
ISSUE-23482,Investment Banking,AML,Low,2026-06-15,30,60,On-Track,Closed
ISSUE-31023,Corporate Banking,Sanctions,Medium,2026-07-17,36,30,Breached,Open
ISSUE-53361,Retail Banking,KYC,Medium,2026-04-29,115,30,Breached,In Progress
ISSUE-28610,Credit Cards,Fraud,High,2026-05-30,84,15,Breached,In Progress
ISSUE-10670,Investment Banking,Fraud,Medium,2026-07-06,47,30,Breached,In Progress
ISSUE-73358,Corporate Banking,Sanctions,Low,2026-08-15,7,60,On-Track,In Progress
ISSUE-96102,Credit Cards,KYC,High,2026-05-14,17,15,Breached,Closed
ISSUE-55433,Credit Cards,Transaction Monitoring,High,2026-07-25,28,15,Breached,Open
ISSUE-74896,Wealth Management,KYC,Medium,2026-07-26,27,30,On-Track,In Progress
ISSUE-71471,Investment Banking,Sanctions,Low,2026-07-06,47,60,On-Track,Open
ISSUE-71102,Retail Banking,KYC,Low,2026-07-29,24,60,On-Track,Open
ISSUE-81598,Retail Banking,Fraud,Medium,2026-05-11,103,30,Breached,Open
ISSUE-80297,Investment Banking,Sanctions,High,2026-08-02,16,15,Breached,Closed
ISSUE-32569,Wealth Management,KYC,Medium,2026-06-08,75,30,Breached,In Progress
ISSUE-55638,Retail Banking,Transaction Monitoring,Low,2026-05-10,104,60,Breached,In Progress
ISSUE-96381,Credit Cards,AML,High,2026-06-13,70,15,Breached,Open
ISSUE-87163,Credit Cards,AML,Medium,2026-06-01,82,30,Breached,Open
ISSUE-47943,Wealth Management,Sanctions,High,2026-06-20,4,15,On-Track,Closed
ISSUE-40785,Retail Banking,AML,Medium,2026-05-08,106,30,Breached,Open
ISSUE-84621,Investment Banking,Sanctions,High,2026-07-15,9,15,On-Track,Closed
ISSUE-26377,Credit Cards,AML,High,2026-05-03,111,15,Breached,Open
ISSUE-44644,Wealth Management,Sanctions,Low,2026-05-01,113,60,Breached,In Progress
ISSUE-52749,Credit Cards,Transaction Monitoring,Low,2026-05-15,30,60,On-Track,Closed
ISSUE-20979,Wealth Management,Fraud,High,2026-08-12,7,15,On-Track,Closed
ISSUE-11696,Corporate Banking,Sanctions,Medium,2026-07-28,25,30,On-Track,Open
ISSUE-45833,Credit Cards,Fraud,High,2026-07-23,5,15,On-Track,Closed
ISSUE-67873,Wealth Management,Transaction Monitoring,High,2026-05-10,104,15,Breached,Open
ISSUE-11688,Retail Banking,Transaction Monitoring,Medium,2026-07-07,46,30,Breached,Open
ISSUE-93178,Wealth Management,KYC,Low,2026-06-08,75,60,Breached,Open
ISSUE-55767,Corporate Banking,Sanctions,Low,2026-07-10,43,60,On-Track,In Progress
ISSUE-75142,Retail Banking,AML,Low,2026-05-14,31,60,On-Track,Closed
ISSUE-39666,Investment Banking,Transaction Monitoring,Medium,2026-07-04,49,30,Breached,In Progress
ISSUE-64136,Credit Cards,Transaction Monitoring,High,2026-08-20,2,15,On-Track,In Progress
ISSUE-31328,Corporate Banking,KYC,Low,2026-06-27,56,60,On-Track,Open
ISSUE-77195,Credit Cards,Transaction Monitoring,Medium,2026-06-23,60,30,Breached,In Progress
ISSUE-45302,Corporate Banking,Sanctions,Low,2026-07-19,34,60,On-Track,In Progress
ISSUE-19038,Corporate Banking,Fraud,High,2026-05-02,112,15,Breached,In Progress
ISSUE-40103,Retail Banking,AML,High,2026-07-29,24,15,Breached,Open
ISSUE-39519,Retail Banking,KYC,Low,2026-06-15,68,60,Breached,Open
ISSUE-94024,Retail Banking,Sanctions,Low,2026-07-25,28,60,On-Track,Open
ISSUE-39120,Wealth Management,Transaction Monitoring,Low,2026-05-15,53,60,On-Track,Closed
ISSUE-38140,Corporate Banking,Transaction Monitoring,High,2026-06-21,20,15,Breached,Closed
ISSUE-50433,Retail Banking,Sanctions,High,2026-07-18,7,15,On-Track,Closed
ISSUE-39099,Corporate Banking,Transaction Monitoring,Low,2026-07-26,27,60,On-Track,Open
ISSUE-12007,Wealth Management,KYC,Low,2026-07-18,35,60,On-Track,In Progress
ISSUE-81143,Credit Cards,Transaction Monitoring,High,2026-07-28,2,15,On-Track,Closed
ISSUE-62361,Investment Banking,Sanctions,Medium,2026-07-17,36,30,Breached,Open
ISSUE-53146,Credit Cards,Fraud,High,2026-04-27,13,15,On-Track,Closed
ISSUE-96227,Investment Banking,Transaction Monitoring,Medium,2026-05-15,99,30,Breached,Open
ISSUE-44028,Corporate Banking,KYC,Low,2026-06-20,63,60,Breached,In Progress
